_title_norm,title,num_editions,edition_list
immortals of meluha: book 1 of the shiva trilogy,Immortals of meluha: book 1 of the shiva trilogy,1,['1st ed.']
implementation of iso 9000:2000,Implementation of ISO 9000:2000,1,['1st ed.']
implenting sap r/3.......distribution,Implenting SAP R/3.......Distribution,1,['9th']
in -line /on line fundamentals of internet and world wilde web,In -Line /On Line Fundamentals of Internet and World Wilde Web,1,['2nd']
in -line /on line: fundamental of internet,In -Line /On Line: fundamental of Internet,1,['2nd ed.']
in custody,In Custody,1,['1st ed.']
in indian culcure: why do we...,In Indian culcure: Why do we...,1,['1st ed.']
in search of excellance,In search of excellance,1,['1st']
income tax :: law & practice,Income Tax :: Law & Practice,1,['30th ed.']
india :2008,INDIA :2008,1,['1st ed.']
india and the wto,India and The WTO,1,['1st']
india at the crossroads,INDIA At the Crossroads,1,['1st']
handbook of statistical analysis and data mining applications,Handbook of Statistical Analysis and Data Mining Applications,1,['1st ed.']
handbook of modern sensors,Handbook of Modern Sensors,1,['3rd']
handbook of micro/nano tribology,Handbook of Micro/Nano Tribology,1,['2nd']
"genetic algorithms in search, optimization and machine learning","Genetic algorithms in search, optimization and machine learning",1,['1st ed.']
genetics,Genetics,1,['3rd']
geology of india and burma,Geology of India and Burma,1,['6th']
geotechnical engineering: principles and practices of soil mechanics and foundation engineering,Geotechnical engineering: principles and practices of soil mechanics and foundation engineering,1,['1st ed.']
german elementry grammar: the english version of grundgrammatik deutsch,German elementry grammar: the english version of grundgrammatik deutsch,1,['1st ed.']
german grammar in a nutshell: langenscheidt,German grammar in a nutshell: langenscheidt,1,['1st ed.']
geschafts kommunikation: schreiben und telefonieren,Geschafts kommunikation: schreiben und telefonieren,1,['1st ed.']
"get that job: the complete, thorough, hands-on guide to the whole recruitment and selection process - for graduates and ambitious executives in early career...","Get that job: the complete, thorough, hands-on guide to the whole recruitment and selection process - for graduates and ambitious executives in early career...",1,['1st ed.']
getting iso - 9000 for software organisation,Getting ISO - 9000 for Software Organisation,1,['2nd']
getting started with matlab,Getting Started with MATLAB,1,['1st ed.']
getting started with matlab: a quick introduction for scientist and engineers,Getting Started with MATLAB: A Quick Introduction for Scientist and Engineers,1,['1st']
getting started with sql,Getting Started with SQL,1,['7th ed.']
getting started with the internet of things,Getting started with the internet of things,1,['1st ed.']
global business foundation skills: student's handbook,Global business foundation skills: student's handbook,1,['1st ed.']
global capital and national governments,Global Capital and National Governments,1,['1st']
global navigation satellite systems: with essentials of satellite communications,Global navigation satellite systems: with essentials of satellite communications,1,['1st ed.']
global positioning systems,Global Positioning Systems,1,['1st ed.']
global shift,Global Shift,1,['4th']
global shift : transforming the world economy,Global Shift : Transforming the World Economy,1,['3rd']
global transformation:politics economics &culture,Global Transformation:Politics economics &culture,1,['1st ed.']
globalization,Globalization,1,['2nd']
globalization capitalism & its alternatives,Globalization Capitalism & ITS Alternatives,1,['3rd']
"globalization, labour markets and inequality in india","Globalization, Labour Markets and Inequality in India",1,['1st ed.']
globlization:a critical introduction,Globlization:A critical Introduction,1,['1st']
gmat,GMAT,1,['rev.']
god of small things,God of Small Things,1,['1st ed.']
godfather,Godfather,1,['1st ed.']
golden gate,Golden Gate,1,['1st ed.']
genetic algorithms to vlsi design layout and text automation,Genetic algorithms to VLSI design layout and text automation,1,['1st']
genetic algorithms in search optimization &: machane learning,Genetic Algorithms In Search Optimization &: Machane Learning,1,['1st']
grammatik intensivtrainer: a1,Grammatik Intensivtrainer: A1,1,['1st ed.']
genetic algorithms in search optimization & machine learning,Genetic Algorithms in Search Optimization & Machine Learning,1,['1st ed.']
gate electronics & communication engineering,Gate Electronics & Communication Engineering,1,['1st']
gate electronics and communication engineering 2013: topicwise previous solved papers & practice papers (1999 -2012),GATE electronics and communication engineering 2013: topicwise previous solved papers & practice papers (1999 -2012),1,['6th ed.']
gate electronics and communication engineering: objective questions with detailed answers,Gate electronics and communication engineering: Objective questions with detailed answers,1,['1st ed.']
gate guide-2017 computer science & information technology,GATE GUIDE-2017 Computer Science & Information Technology,1,['1st ed.']
gate guide-2017 electronics & communication engineering,GATE GUIDE-2017 Electronics & Communication Engineering,1,['1st ed.']
gate instrumentation engineering: topicwise solved papers (2003-2012),GATE Instrumentation engineering: topicwise solved papers (2003-2012),1,['2nd ed.']
gate paper instrumentation engineering,GATE Paper Instrumentation Engineering,1,['1st ed.']
gate papers civil engineering,GATE Papers Civil Engineering,1,['1st ed.']
gate papers: mechanical engineering,GATE Papers: Mechanical Engineering,1,['1st ed.']
gate-2017 computer science & information technology: 25 years chapter-wise solved papers 1992-2016,Gate-2017 Computer Science & Information Technology: 25 Years Chapter-wise solved papers 1992-2016,1,['1st ed.']
gate-2017 electronics & communication engineering: 25 years chapter wise solved papers 1992-2016,GATE-2017 Electronics & Communication Engineering: 25 years chapter wise solved papers 1992-2016,1,['1st ed.']
gate-2018 computer science & information technology: 26 years chapter-wise solved papers 1992-2017,GATE-2018 Computer Science & Information Technology: 26 Years Chapter-wise solved papers 1992-2017,1,['1st ed.']
"gate-2018,civil engineering: 22years chapter-wise solved paper 1996-2017","GATE-2018,Civil Engineering: 22Years Chapter-Wise Solved Paper 1996-2017",1,['1st ed.']
gate: graduate test in engineering mechanical engineering,Gate: Graduate test in engineering mechanical engineering,1,['1st ed.']
gate:computer science,GATE:Computer Science,1,['1st']
gate; 2006 instrumentation engineering,GATE; 2006 Instrumentation Engineering,1,['1st']
gcci directory of members 1998-99,GCCI Directory of members 1998-99,1,['1st ed.']
general chemistry--structure,General chemistry--structure,1,['1st ed.']
general construction in steel :: code of practice,General Construction in Steel :: Code of Practice,1,['3rd ed.']
general knowledge digest 2008,General Knowledge Digest 2008,1,['1st']
general knowledge manual,General knowledge Manual,1,['1st ed.']
general knowledge onliners 35000 facts,General Knowledge Onliners 35000 Facts,1,['']
general microbiology,General Microbiology,1,['1st']
genes vii,Genes VII,1,['1st']
genetic algorithms,Genetic Algorithms,1,['1st']
genetic algorithms + data structures =evolution programs,Genetic Algorithms + Data Structures =Evolution Programs,1,['3rd rev. ed.']
genetic algorithms and genetic programming : modern concepts and practical applications,Genetic Algorithms and Genetic Programming : Modern Concepts and Practical Applications,1,['1st ed.']
grammaire niveau debutant 450: nouveaux eercices,Grammaire niveau debutant 450: nouveaux eercices,1,['1st ed.']
grammatik training deutsch,Grammatik training deutsch,1,['1st ed.']
handbook of mechanical design,Handbook of mechanical design,1,['2nd ed.']
guide for ies electrial engineering: engineering services examinations,Guide for IES Electrial Engineering: Engineering Services Examinations,1,['1st ed.']
"guide to bhel, bharat heavy electronics limited engineer trainees electronics engg.","Guide to BHEL, Bharat heavy electronics limited engineer trainees electronics engg.",1,['1st ed.']
guide to econometrics,Guide to econometrics,1,['1st ed.']
guide to nalco,Guide to NALCO,1,['1st']
guide to nalco: engineer trainees recruitment exam (non-technical),Guide to NALCO: Engineer Trainees Recruitment Exam (Non-Technical),1,['1st']
guide to nalco: graduate engineer trainee recruitment examination,Guide to NALCO: Graduate Engineer Trainee Recruitment Examination,1,['rev ed']
guide to patterns & usage in english,Guide to Patterns & Usage in English,1,['2nd']
guide to public sector electrical engineering: engineer/ management tranee recruitment exam.,Guide to Public Sector Electrical Engineering: Engineer/ Management Tranee Recruitment Exam.,1,['1st ed.']
guide to public sector: mechanical engineering,Guide to public Sector: Mechanical engineering,1,['1st ed.']
hacker's challenge 2: ..network security,Hacker's Challenge 2: ..Network security,1,['3rd']
hacking computer forensics exposed: secrets and solutions,Hacking computer forensics exposed: Secrets and solutions,1,['1st ed.']
hacking exposed 7: network security secrets and solutions,Hacking Exposed 7: Network Security Secrets and solutions,1,['1st ed.']
hadoop: the definitive guide,Hadoop: the definitive guide,1,['1st ed.']
hamare sapno ke: bharat ka nirman,Hamare Sapno Ke: Bharat Ka Nirman,1,['1st ed.']
hamlet,Hamlet,1,['1st ed.']
hand book of biomedical instrumentation,Hand book of Biomedical Instrumentation,1,['2nd']
hand book of designing and installation of services in high ... complexes,Hand Book of designing and installation of services in High ... Complexes,1,['3rd ed.']
hand book of gear technology,Hand Book of Gear Technology,1,['1st']
handbook of biomedical instrumentation,Handbook of Biomedical Instrumentation,1,['2nd ed.']
"handbook of electrical engineering: a reference-cum-textbook for engineers, teachers and students","Handbook of electrical engineering: a reference-cum-textbook for engineers, teachers and students",1,['6th rev. ed.']
handbook of electrical power distributions,Handbook of Electrical Power Distributions,1,['1st']
handbook of electronics,Handbook of Electronics,1,['1st ed.']
handbook of english grammar & usage,Handbook of English Grammar & Usage,1,['1st ed.']
handbook of industrial organisation,Handbook of Industrial Organisation,1,['1st']
handbook of industrial organization vol.2,Handbook of Industrial Organization VOL.2,1,['1st ed.']
handbook of industrial organization vol.3,Handbook of Industrial Organization VOL.3,1,['1st ed.']
handbook of international trade,Handbook of International Trade,1,['1st']
handbook of lubrication (theo & prac of tribology),Handbook of Lubrication (Theo & Prac of Tribology),1,['1st']
guide for ies mechanical engineering,Guide for IES Mechanical Engineering,1,['1st ed.']
guide,Guide,1,['1st ed.']
graph theory,Graph theory,1,['']
"gsm, cdma & 3g systems","GSM, Cdma & 3G Systems",1,['1st']
graph theory: modeling applications,Graph Theory: Modeling Applications,1,['1st ed.']
"graph theory: modelling, applications & algorithms","Graph theory: modelling, applications & algorithms",1,['1st ed.']
graphic under c,Graphic Under C,1,['1st']
graphical methods in structural analyis,Graphical methods in structural analyis,1,['1st ed.']
gre,GRE,1,['1st ed.']
gre -2009,GRE -2009,1,['17th ed.']
gre prep course with software and online course,GRE Prep course with software and online course,1,['1st ed.']
great answers to tough interview questions,Great answers to tough Interview questions,1,['7th ed.']
great derangement: climate change and the unthinkable,Great derangement: climate change and the unthinkable,1,['1st ed.']
great expectations,Great Expectations,1,['1st ed.']
great indian novel,Great Indian Novel,1,['1st ed.']
great writer in organisations,Great Writer in Organisations,1,['2nd']
green chemistry: environment friendly alternatives,Green chemistry: environment friendly alternatives,1,['1st ed.']
green it for sustainable business practice: an iseb foundation guide,Green IT for sustainable business practice: an ISEB foundation guide,1,['1st ed.']
green power : the eco-friendly energy engineering: fundamentals and design,Green Power : The Eco-Friendly Energy Engineering: Fundamentals and Design,1,['1st']
green technologies: for a better future,Green technologies: for a better future,1,['1st ed.']
greening the corporation: management strategy and the environmental challenge,Greening the corporation: Management strategy and the environmental challenge,1,['1st']
groover's principles of modern manufacturing,Groover's principles of modern manufacturing,1,['1st ed.']
ground improvement techniques,Ground improvement techniques,1,['1st ed.']
groundwater hydrology,Groundwater Hydrology,1,['2nd']
groundwater hydrology: conceptual and computational models,Groundwater Hydrology: conceptual and computational models,1,['1st ed.']
group discussion,Group discussion,1,['1st']
group discussion for admission and jobs,Group discussion for admission and jobs,1,['1st']
"growth , conduction, trapping & breakdown of: sio2 layers on silicon","Growth , Conduction, Trapping & breakdown of: SiO2 layers on silicon",1,['1st']
growth and deve.of the it industry bangalore & sin,Growth and Deve.of the IT Industry Bangalore & Sin,1,['1st']
growth and development : with special ...economics,Growth and Development : With Special ...Economics,1,['7th']
growth of the international economy 1820-2000,Growth of the international economy 1820-2000,1,['4th']
industrial electronics,Industrial Electronics,1,['1st']
industrial electronics & control,Industrial Electronics & Control,1,['1st']
industrial engineering and management,Industrial Engineering and Management,1,['1st']
introduction to fuzzy logic & fuzzy sets,Introduction to fuzzy logic & fuzzy sets,1,['1st rep.']
introduction to information systems,Introduction to Information Systems,1,['10th']
introduction to instrumentation and control,Introduction to Instrumentation and Control,1,['1st']
introduction to instrumentation and measurement,Introduction to Instrumentation and Measurement,1,['2nd']
introduction to internet things,Introduction to internet things,1,['']
introduction to languages & the theory of computation,Introduction to Languages & the Theory of Computation,1,['1st']
introduction to languages & theory of computation,Introduction to Languages & Theory of Computation,1,['3rd ed.']
introduction to law of partnership,Introduction to law of partnership,1,['1st ed.']
introduction to linear regression analysis,Introduction to linear regression analysis,1,['1st ed.']
introduction to machine design,Introduction to Machine Design,1,['1st ed.']
introduction to management accounting,Introduction to Management Accounting,1,['12th']
introduction to mathematical economics,Introduction to Mathematical Economics,1,['3rd']
introduction to matlab 6,Introduction to MATLAB 6,1,['1st']
introduction to measurement & analysis,Introduction to Measurement & Analysis,1,['3rd ed.']
introduction to measurements and instrumentation,Introduction to measurements and instrumentation,1,['4th ed.']
introduction to mechanics,Introduction to Mechanics,1,['1st ed.']
introduction to microeconomics,Introduction to Microeconomics,1,['4th']
introduction to micromachining,Introduction to micromachining,1,['1st ed.']
introduction to modern physics,Introduction to modern Physics,1,['6th']
"introduction to nanoelectronics: science nanotechnology, engineering & applications","Introduction to Nanoelectronics: science nanotechnology, engineering & applications",1,['1st ed.']
introduction to neural networks,Introduction to Neural Networks,1,['1st ed.']
introduction to nonlinear optimization,Introduction to nonlinear optimization,1,['1st ed.']
introduction to numerical analysis,Introduction to Numerical Analysis,1,['2nd ed.']
introduction to numerical analysis using matlab,Introduction to numerical analysis using matlab,1,['1st ed.']
introduction to object-oriented programming & c++,Introduction to Object-Oriented Programming & C++,1,['1st']
introduction to personal software process,Introduction to personal software process,1,['1st ed.']
introduction to probability and statistics for engineeers and scientists,Introduction to probability and statistics for engineeers and scientists,1,['4th ed.']
introduction to probability and statistics for engineers and scientists,Introduction to Probability and Statistics for Engineers and Scientists,1,['4th ed.']
introduction to indian knowledge system concept & application,Introduction to Indian Knowledge System Concept & Application,1,['']
introduction to fuzzy control,Introduction to Fuzzy Control,1,['2nd']
introduction to probablity models,Introduction to Probablity Models,1,['8th']
"introduction to formal languages, automata theory","Introduction to formal languages, automata theory",1,['1st ed.']
introduction to coding theory,Introduction to Coding Theory,1,['3rd ed.']
introduction to computational fluid dynamics: finite volume method,Introduction to computational fluid dynamics: finite volume method,1,['2nd ed.']
introduction to computer graphics,Introduction to Computer Graphics,1,['1st']
introduction to computer science,Introduction to Computer Science,1,['1st']
introduction to computers,Introduction to Computers,1,['1st ed.']
introduction to computing and programming in python: a multimedia approach,Introduction to computing and programming in Python: a multimedia approach,1,['1st ed.']
introduction to control systems,Introduction to Control Systems,1,['3rd']
introduction to crystal lattice & lattice defect,Introduction to Crystal Lattice & Lattice Defect,1,['1st ed.']
introduction to data mining,Introduction to data mining,1,['1st ed.']
introduction to database management systems,Introduction to Database Management Systems,1,['1st']
introduction to database systems,Introduction to Database Systems,1,['7th']
introduction to development economics,Introduction to Development Economics,1,['3rd']
introduction to digital & data communications,Introduction to Digital & Data Communications,1,['1st']
introduction to digital mobile communication,Introduction to Digital Mobile Communication,1,['1st ed.']
introduction to digital systems,Introduction to Digital Systems,1,['1st ed.']
introduction to economic growth,Introduction to Economic Growth,1,['2nd']
introduction to electromagnetic fields,Introduction to Electromagnetic Fields,1,['3rd']
introduction to electromagnetic fields 3rd,Introduction to Electromagnetic Fields 3rd,1,['3rd ed.']
introduction to engineering mathematics,Introduction to engineering mathematics,1,['1st']
introduction to environmental engineering,Introduction to environmental engineering,1,['1st ed.']
introduction to expert systesms,Introduction to Expert Systesms,1,['3rd']
"introduction to fiber optics: ghatak, ajoy, thyagarajan k.","Introduction to fiber optics: Ghatak, Ajoy, Thyagarajan K.",1,['reprint']
introduction to flight,Introduction to Flight,1,['5th ed.']
introduction to fluid mechanics,Introduction to Fluid Mechanics,1,['5th']
introduction to fluid mechanics & fluid machines,Introduction to Fluid Mechanics & Fluid Machines,1,['2nd']
introduction to fluid mechanics and fluid machines,Introduction to fluid mechanics and fluid machines,1,['1st ed.']
introduction to fluid mechanics: si  version,Introduction to Fluid Mechanics: SI  Version,1,['7th ed.']
introduction to probability models,Introduction to probability models,1,['10th ed.']
introduction to pspice using orcacl for circuits & eletronics,Introduction to Pspice using orcacl for circuits & eletronics,1,['3rd']
introduction to biomedical instrumentation,Introduction to Biomedical Instrumentation,1,['1st ed.']
inventory management: principles and practices,Inventory management: principles and practices,1,['1st ed.']
investment analysis and pantfolio management,Investment Analysis and Pantfolio Management,1,['6th']
investment management : including portfolio ...,Investment Management : Including Portfolio ...,1,['1st']
investment science,Investment Science,1,['1st']
investment valuation,Investment Valuation,1,['2nd']
iot fundamentals : networking technologies,IoT Fundamentals : networking technologies,1,['1st ed.']
irrigation and water power engineering,Irrigation and Water Power Engineering,1,['16th ed.']
irrigation engineering and hydraulic structure,Irrigation Engineering and Hydraulic Structure,1,['23rd ed.']
irrigation water management: principles and practice,Irrigation water management: principles and practice,1,['1st ed.']
irrigation water resource and water..,Irrigation Water Resource and Water..,1,['8th rep.']
is-95 cdma & cdma 2000: cellular/pcs systems implementation,IS-95 CDMA & CDMA 2000: Cellular/PCS Systems Implementation,1,['1st']
is-95 cdma and cdma 2000; cellular/pcs systems implementation,IS-95 CDMA and CDMA 2000; Cellular/PCS Systems Implementation,1,['1st ed.']
isdn and broadband isdn with frame relay and atm,ISDN and Broadband ISDN with Frame Relay and ATM,1,['4th']
iso 9000 and tqm,ISO 9000 and TQM,1,['1st']
iso 9000 implementation: a practical approach,ISO 9000 Implementation: A practical approach,1,['1st ed.']
isro scientist/engineer (scientist-c) : ece solved paper and practice: electronics and communication engineering,ISRO scientist/engineer (Scientist-C) : ECE Solved Paper and practice: Electronics and Communication Engineering,1,['1st ed.']
iste handbook 2002-04,ISTE Handbook 2002-04,1,['1st']
it auditing: using controls to project information assets,IT auditing: using controls to project information assets,1,['1st ed.']
"it tools & application,business systems, ........c","IT Tools & Application,Business Systems, ........C",1,['1st']
it tools and applications (m-1),IT Tools and Applications (M-1),1,['1st']
"j. c. nesfield english grammar, composition and usage","J. C. Nesfield English Grammar, Composition and Usage",1,['1st ed.']
japanese management: tradition and transition,Japanese Management: Tradition and Transition,1,['1st']
java 2: the complete reference,Java 2: The Complete Reference,1,['7th']
java : how to program,Java : How to Program,1,['3rd']
java elements :principles of programs in java,Java Elements :principles of programs in JAVA,1,['1st']
java faq,Java FAQ,1,['1st ed.']
java for engineers and scientists,JAVA For Engineers and Scientists,1,['1st']
java foundation classes,Java Foundation Classes,1,['1st']
investment analysis & portfolio management,Investment Analysis & Portfolio Management,1,['2nd']
introductory methods of numericsl analysis,Introductory Methods of Numericsl Analysis,1,['3rd']
introduction to pspice using orcacl for circuits and electronics,Introduction to Pspice using orcacl for circuits and electronics,1,['3rd']
introductory linear algebra: an applied first course,Introductory Linear Algebra: An Applied First Course,1,['8th ed.']
introduction to pspice using orcad for & electronics,Introduction to Pspice using orcad for & Electronics,1,['3dr']
introduction to reliability & maintainability engineering,Introduction to Reliability & Maintainability Engineering,1,['5th']
introduction to robotics analysis systems applications,Introduction to Robotics Analysis Systems Applications,1,['1st']
introduction to robotics: analysis systems applications,Introduction to Robotics: Analysis Systems Applications,1,['']
introduction to semiconductor materials and device,Introduction to Semiconductor Materials and Device,1,['1st']
introduction to signals & systems,Introduction to Signals & Systems,1,['1st ed.']
introduction to sociology,Introduction to Sociology,1,['3rd']
introduction to statistical methods,Introduction to statistical methods,1,['1st ed.']
introduction to statistical quality control,Introduction to Statistical Quality Control,1,['4th']
introduction to switching theory & logical design,Introduction to switching theory & logical design,1,['1st ed.']
introduction to system analysis & design,Introduction to system analysis & design,1,['1st']
introduction to telecommunication,Introduction to Telecommunication,1,['2nd ed.']
introduction to the design and analysis of algorthms,Introduction to The Design and Analysis of Algorthms,1,['1st ed.']
introduction to topology & modern analysis,Introduction to Topology & Modern Analysis,1,['1st']
introduction to tribology  of bearings,Introduction to Tribology  of Bearings,1,['1st ed.']
introduction to vlsi design,Introduction to VLSI design,1,['1st ed.']
introduction---metallurgy,Introduction---metallurgy,1,['2nd ed.']
introductions ac circuit theory,Introductions AC Circuit Theory,1,['1st']
introductions to geographic information systems,Introductions to Geographic Information Systems,1,['1st ed.']
introductions to logic & computer design,Introductions to Logic & Computer Design,1,['2nd']
introductions to logic design,Introductions to Logic Design,1,['2nd']
introductions to pspice ............ electronics,Introductions to Pspice ............ Electronics,1,['3rd']
introductory -----business & economics,Introductory -----Business & Economics,1,['4th']
introductory combinatorics,Introductory combinatorics,1,['1st ed.']
introductory course ------ mechanical vibrations,Introductory Course ------ Mechanical Vibrations,1,['2nd']
introductory econometrics: using monte carlo simulation with microsoft excel,Introductory econometrics: using monte carlo simulation with microsoft excel,1,['1st ed.']
introductory java for scientists and engineers,Introductory JAVA For Scientists and Engineers,1,['1st']
"introduction to business statistics: a computer integrated, data analysis approach","Introduction to business statistics: A Computer integrated, data analysis approach",1,['4th ed.']
introduction to bioinformatics,Introduction to Bioinformatics,1,['7th pri.']
industrial engineering and operations management,Industrial Engineering and Operations Management,1,['1st']
insight guide : malaysia,Insight Guide : MALAYSIA,1,['18th']
instrumenation measurement & analysis,Instrumenation Measurement & Analysis,1,['2nd']
instrument engineers' handbook: process control,Instrument Engineers' Handbook: Process Control,1,['3rd']
instrument engineers' handbook: process measurement and analysis,Instrument Engineers' Handbook: Process Measurement and Analysis,1,['3rd']
instrument engineers' handbook: process software and digital networks,Instrument Engineers' Handbook: Process Software and Digital Networks,1,['3rd']
instrument technology,Instrument Technology,1,['1st']
instrument technology vol.1,Instrument Technology Vol.1,1,['1st']
instrumentatal---analysis,Instrumentatal---analysis,1,['1st ed.']
instrumentation : devices and systems,Instrumentation : Devices and Systems,1,['2nd ed.']
instrumentation devices & systems,Instrumentation Devices & Systems,1,['2nd']
instrumentation measurement and analysis 2nd,Instrumentation Measurement and Analysis 2nd,1,['2nd ed.']
instrumention reference book,Instrumention Reference Book,1,['3rd']
integrated circuits,Integrated Circuits,1,['9th']
integrated circuits: a textbook for engineering students,Integrated Circuits: A Textbook for Engineering Students,1,['9th']
integrated electronics,Integrated Electronics,1,['44th']
integrated electronics : analog and digital ..sy.,Integrated Electronics : Analog and Digital ..Sy.,1,['25th rep.']
0000 to 8085 : introduction to microprocessors,0000 to 8085 : Introduction to Microprocessors,1,['2nd']
integrated slilcon colour sensors,Integrated Slilcon Colour Sensors,1,['1st']
intel microprocessors : 8086/8088,Intel Microprocessors : 8086/8088,1,['1st']
intel programming designing ...pro.. 8086/8088,Intel Programming Designing ...Pro.. 8086/8088,1,['2nd ed.']
intel programming designing .pro 8086/8088,Intel Programming Designing .Pro 8086/8088,1,['1st']
inter networking with tcp/ip.vol.i,Inter Networking with TCP/IP.Vol.I,1,['1st']
"intermediate grammar,usage and composition","Intermediate Grammar,Usage and Composition",1,['1st ed.']
"intermediate grammar,usage& composition","Intermediate Grammar,Usage& Composition",1,['1st']
intermediate microeconomics: a modern approach,Intermediate Microeconomics: A Modern approach,1,['7th']
internal combustion engine handbook,Internal Combustion Engine HANDBOOK,1,['1st ed.']
internal combution engines,Internal Combution Engines,1,['3rd']
internat,Internat,1,['2nd']
insight into wavelets from theory to practice,Insight into Wavelets from Theory to Practice,1,['1st']
inside network,Inside Network,1,['1st']
international business,International Business,1,['4th']
inorganic chemistry,Inorganic chemistry,1,['']
industrial engineering and production management,Industrial Engineering and Production Management,1,['1st ed.']
industrial engineering handbook,Industrial Engineering Handbook,1,['5th']
industrial maintenance,Industrial Maintenance,1,['1st ed.']
industrial maintenance management,Industrial Maintenance Management,1,['1st']
industrial organisation,Industrial Organisation,1,['pb']
industrial organization,Industrial Organization,1,['5th pri']
industrial power engineering and appli. handbook,Industrial Power Engineering and Appli. Handbook,1,['1st']
industrial process control system,Industrial Process Control System,1,['1st']
industrial relations ; emerging paradigms,Industrial Relations ; Emerging Paradigms,1,['1st']
industrial robotics,Industrial Robotics,1,['1st']
industry and society in europe,Industry and society in Europe,1,['1st']
infomration technology,Infomration Technology,1,['5th']
information ...prcatice,Information ...Prcatice,1,['1st ed.']
information retrieval: algorithms and heuristics,Information retrieval: algorithms and heuristics,1,['2nd ed.']
information security: complete reference,Information security: complete reference,1,['1st ed.']
information storage and retrieval systems: theory and implementation,Information storage and retrieval systems: theory and implementation,1,['2nd ed.']
information systems for modern management,Information Systems for Modern Management,1,['3rd']
"information technology (e-1,m-1.1)","Information Technology (E-1,M-1.1)",1,['1st ed.']
information technology (m-1),Information Technology (M-1),1,['1st']
"information technology e-1, m-1.1","Information Technology E-1, M-1.1",1,['1st']
information technology for mangement,Information Technology for Mangement,1,['2nd']
information technology: the breaking wave,Information Technology: The Breaking Wave,1,['13th rep']
information theory,Information Theory,1,['1st ed.']
information theory and reliable communication,Information Theory and Reliable Communication,1,['1st ed.']
"information theory, coding & cryptography","Information Theory, Coding & Cryptography",1,['2nd']
inheritance of loss,Inheritance of Loss,1,['1st ed.']
innovations in fuzzy clustering: theory and applications,Innovations in fuzzy clustering: theory and applications,1,['1st ed.']
international and comparative industrial relations,International and Comparative Industrial Relations,1,['2nd']
international business environment and management,International Business Environment and Management,1,['8th']
introduction to automation theory,Introduction to Automation Theory,1,['1st ed.']
internet: the complete reference 2nd,Internet: The Complete Reference 2nd,1,['2nd']
internetworking with tcp/ip vol-ii,Internetworking With TCP/IP Vol-II,1,['3rd']
internetworking with tcp/ip vol. 2.,Internetworking with TCP/IP Vol. 2.,1,['2nd']
internetworking with tcp/ip vol.1,Internetworking with TCP/IP VOL.1,1,['5th ed.']
intro.to artificial intelligence and expert system,Intro.to Artificial Intelligence and Expert System,1,['1st ed.']
"introd. to eng.programming : in c,matlab and java","Introd. to Eng.Programming : In C,Matlab and Java",1,['1st']
introd.to java programming with ms visual j++6.0,Introd.To JAVA Programming with MS Visual J++6.0,1,['1st']
introducation to wireless telecommunication and  networks,Introducation to wireless telecommunication and  networks,1,['1st ed.']
introduce systems analysis,Introduce Systems Analysis,1,['1st']
introducing data science,Introducing Data Science,1,['1st ed.']
introducing human geographic,Introducing Human Geographic,1,['1st']
introducing social psychology,Introducing Social Psychology,1,['1st']
introducing systems analysis,Introducing Systems Analysis,1,['1st']
introducting systems analysis,Introducting Systems Analysis,1,['1st']
introduction  to  nanoelectronics,Introduction  to  nanoelectronics,1,['']
introduction systems for modern management,Introduction Systems for Modern Management,1,['3rd']
introduction to air pollution,Introduction to Air Pollution,1,['1st']
introduction to algorithams,Introduction to Algorithams,1,['2nd']
introduction to analog &....communications,Introduction to Analog &....Communications,1,['1st']
introduction to applied fuzzy electronics,introduction to Applied Fuzzy Electronics,1,['1st']
introduction to arti. intell. and expert systems,Introduction to Arti. Intell. and Expert Systems,1,['14th pri.']
introduction to artifical neural system,Introduction to Artifical Neural System,1,['1st ed.']
introduction to artificial inteligence and expert systems,Introduction to Artificial Inteligence and Expert Systems,1,['1st']
introduction to artificial intelligence & expert s,Introduction to Artificial Intelligence & Expert S,1,['1st ed.']
introduction to artificial intelligence system,Introduction to Artificial Intelligence System,1,['1st']
introduction to artificial neural systems,Introduction to Artificial Neural Systems,1,['1st ed.']
introduction to automata theory : language & compu,Introduction to Automata Theory : Language & Compu,1,['1st']
introduction to automate theory : language & comp.,Introduction to automate theory : Language & Comp.,1,['1st']
internetworking with tcp/ip,Internetworking With TCP/IP,1,['2nd']
internet tworking with tcp/ip vol.1: principles protocoles & architecture,Internet tworking with TCP/IP Vol.1: Principles protocoles & Architecture,1,['5th']
international business environments and operations,International Business Environments and Operations,1,['10th']
internet security: professional reference,Internet Security: Professional Reference,1,['2nd']
international business: environment and management,International Business: Environment and management,1,['7th']
international business:environmental business,International Business:Environmental Business,1,['6th rev.']
international comparisons in human resource mgt.,International Comparisons in Human Resource Mgt.,1,['1st ed.']
international economics theory and policy,International Economics Theory and Policy,1,['5th']
international finance: a business persprective,International Finance: A Business Persprective,1,['1st ed.']
international financial mangement,International Financial Mangement,1,['3rd rev.']
international monay and finance,International monay and finance,1,['3rd']
international monetary economics,International Monetary Economics,1,['2nd']
international of higher education focus in india,International of Higher Education Focus in India,1,['1st ed.']
international political economy,International Political Economy,1,['4th ed.']
international political economy : perspective on g,International Political Economy : Perspective on G,1,['1st']
international theory the three traditions,International theory the three traditions,1,['1st']
