_title_norm,title,quantity
comparing financial systems,Comparing Financial Systems,1
cnc machining handbook,CNC Machining Handbook,1
cmputer system architecture,Cmputer system architecture,1
competition policies for an integrated world economy,Competition Policies for an integrated world economy,1
classified list of indian standards(hmd): n,Classified list of indian standards(HMD): n,1
"circuits , devices and system","Circuits , Devices and System",1
"civil engineering: cpwd, mes","Civil Engineering: CPWD, MES",1
civil engineering: dmrc,Civil Engineering: DMRC,1
civil engineering: guide to public sector engineer management recruitment examination,Civil Engineering: Guide to public sector engineer management recruitment examination,1
civil engineering: ntpc executive trainees recruitment examination,Civil Engineering: NTPC executive trainees recruitment examination,1
classic algebra,Classic algebra,1
classified list of indian standards(med): n,Classified list of indian standards(MED): n,1
cmos: mixed-signal circuit design,CMOS: mixed-signal circuit design,1
clear light of day,Clear Light of Day,1
client / server computing,Client / Server Computing,1
clockwork orange,Clockwork Orange,1
cmos digital integrated circuits,CMOS Digital integrated circuits,1
cmos/bicmos ulsi,CMOS/BICMOS ULSI,1
cmos: digital integrated circuits,CMOS: Digital Integrated Circuits,1
compendium of objective questions in civil engineering,Compendium of objective questions in civil engineering,1
competitive advantage of nations,Competitive Advantage of Nations,1
circuit design for wireless communication,Circuit design for wireless communication,1
computer vision ; a modern approach,Computer Vision ; A Modern Approach,1
"computer fundamentals: concepts, systems & applica","Computer Fundamentals: Concepts, Systems & Applica",1
computer graphics with open gl,Computer graphics with open GL,1
computer network,Computer Network,1
computer oriented--methods,Computer oriented--methods,1
"computer peripherals for minicomputer, microprocessors, and personal computers","Computer peripherals for minicomputer, microprocessors, and personal computers",1
computer vision,Computer vision,1
computerised business application,Computerised Business Application,1
computer architechture,Computer Architechture,1
computers and commonsence,Computers and Commonsence,1
computers networks8177581651,Computers Networks8177581651,1
concepts in biology,Concepts in biology,1
concepts in biotechnology,Concepts in biotechnology,1
concurrent engineering in product design and development,Concurrent Engineering in Product Design and Development,1
condensed matter physics liquid and solid states,Condensed Matter Physics Liquid and Solid States,1
computer architecture and organization: from 8085 to core2duo and beyond,Computer Architecture and Organization: From 8085 to Core2Duo and beyond,1
computer applications in management,Computer Applications in Management,1
competitive strategy,Competitive Strategy,1
comprehension ecrite: competences a-1,Comprehension ecrite: competences A-1,1
compiler design in c,Compiler Design in C,1
complete book on : objective arithmetic,Complete book on : Objective Arithmetic,1
complete idiot's guide to linux,Complete IDIOT's Guide to Linux,1
complete physics for iit-jee 2004,Complete Physics for IIT-JEE 2004,1
complex variables,Complex variables,1
complex variables: theory and applications,Complex variables: theory and applications,1
comprehension ecrite: competences a2,Comprehension ecrite: competences A2,1
computer aided power systems analysis,Computer Aided Power Systems Analysis,1
comprehensive : a text book of eng. mathematics,Comprehensive : A Text Book of Eng. Mathematics,1
comprehensive environmental studies,Comprehensive environmental studies,1
comprehensive physics for class xii,Comprehensive Physics for Class XII,1
compuer aided power systems analysis,Compuer Aided Power Systems Analysis,1
computational fluid flow and heat transfer,Computational fluid flow and heat transfer,1
computational methods for fluid dynamics,Computational methods for fluid dynamics,1
circuit theory : analysis and synthesis,Circuit theory : Analysis and Synthesis,1
cinema studies,Cinema studies,1
biochemistry,Biochemistry,1
business communication: theory and application,Business Communication: Theory and application,1
british factory-japanese factory : the ori.----rel,British Factory-Japanese Factory : The Ori.----Rel,1
"broadband networking: atm, sdh and sonet","Broadband networking: ATM, SDH and SONET",1
building and construction materials: testing and quality control,Building and construction materials: Testing and quality control,1
building microservices,Building microservices,1
building soft skills for employability,Building soft skills for employability,1
burp suite : cookbook,Burp suite : cookbook,1
business economics: theory and applications,Business Economics: Theory and Applications,1
brandchild: remarkable insight into the minds of today's global kids and their relationships with brands,Brandchild: Remarkable insight into the minds of today's global kids and their relationships with brands,1
business envionment: text and cases,Business Envionment: text and cases,1
business environment: text and cases,Business Environment: text and cases,1
business information system,Business Information System,1
business listening task:guide for teach&self study,Business listening task:guide for teach&self study,1
business organisation,Business Organisation,1
business organization and management,Business organization and management,1
brave new world,Brave New World,1
brain drain,Brain Drain,1
"business system, m-iii","Business System, M-III",1
biomolecules: chemistry of living system,Biomolecules: chemistry of living system,1
biogas technology: towards sustainable development,Biogas Technology: towards sustainable development,1
bioinformatics computing,Bioinformatics computing,1
biology,Biology,1
biomedical instrumentation and measurments,Biomedical Instrumentation and Measurments,1
biomedical signal processing,Biomedical Signal Processing,1
biometrics for network security,Biometrics for network security,1
birthday party,Birthday party,1
bradband optical access networks: emerging technologies and optical-wireless convergence,Bradband optical access networks: emerging technologies and optical-wireless convergence,1
blackwell encyclopedia..system,Blackwell Encyclopedia..system,1
bluetooth techno. & its appli. with java and j2me,Bluetooth Techno. & its Appli. with Java and J2ME,1
bombay tiger,Bombay Tiger,1
"bond graph in modeling, simulation and fault identification","Bond Graph in modeling, simulation and fault identification",1
bond market securities,Bond Market Securities,1
book of rules of games and sports: rules of games and sports,Book of Rules of Games and Sports: Rules of Games and Sports,1
business statistics: with managerial applications,Business Statistics: with managerial applications,1
business vocabulary in use: elementary to  pre- intermediate,Business vocabulary in use: Elementary to  pre- intermediate,1
chicos chicas: libro del alumno,chicos chicas: libro del alumno,1
catia v5-6r 2014 for engineers and designers,Catia V5-6R 2014 for engineers and designers,1
capital markets : institutions and instruments,Capital Markets : Institutions and Instruments,1
"case study research: what, why and how","Case study research: what, why and how",1
cases in competitive strategy,Cases in Competitive strategy,1
cases in the environment of business,Cases in the environment of business,1
catch-22,Catch-22,1
catcher in the rye,Catcher in the Rye,1
ccna:routing and switching study guide,CCNA:Routing and switching study guide,1
campus recruitment complete reference,Campus Recruitment complete reference,1
cell biology,Cell biology,1
chanakya,Chanakya,1
chemical process control: an introduction to theory and practice,Chemical process control: an introduction to theory and practice,1
chemical technology for  better environment,Chemical technology for  Better Environment,1
chemistry for class xii,Chemistry for Class XII,1
chemistry mcq,Chemistry MCQ,1
capacitors: technology and trends,Capacitors: Technology and trends,1
cambridgeielts 8: examination papers from university of cambridge esol examinations,CambridgeIELTS 8: examination papers from university of Cambridge ESOL examinations,1
c ++ an active learning approach,C ++ an active learning approach,1
callister's materials science and engineering,Callister's Materials Science and Engineering,1
c programming  language,C programming  language,1
c project,C Project,1
c++ solutions,C++ Solutions,1
cad / cam  c omputer - aided design  and manufacuring,CAD / CAM  C omputer - aided design  and manufacuring,1
calculus : concepts and methods9780521775410,Calculus : Concepts and Methods9780521775410,1
call of the wild,Call of the Wild,1
cambridge  english for  engineering,Cambridge  english for  engineering,1
cambridge practice tests for ielts vol.1: ielts,Cambridge Practice Tests for IELTS vol.1: IELTS,1
cambridge ielts 5: examination papers from university of cambridge esol examination: english for speakers of others languages,Cambridge IELTS 5: examination papers from university of cambridge ESOL examination: English for speakers of others languages,1
cambridge ielts 6: examination papers from university of cambridge esol examinations : english for speakers of the others languages,Cambridge IELTS 6: examination papers from university of Cambridge ESOL examinations : english for speakers of the others Languages,1
cambridge ielts 7: examination papers from university of cambridge esol examiantions: english for speakers of the other languages,Cambridge IELTS 7: examination papers from University of Cambridge ESOL examiantions: english for speakers of the other languages,1
cambridge ielts. 3: examination papers from the university of cambridge local examination syndicate,Cambridge IELTS. 3: examination papers from the university of cambridge local examination syndicate,1
cambridge ielts. 4: examinations papers from university of cambridge esol examination : english for speakers of other languages,Cambridge IELTS. 4: examinations papers from university of cambridge ESOL examination : English for speakers of other Languages,1
cambridge ielts: examinations papers from university of cambridge esol examination : english for speakers of other languages,Cambridge IELTS: Examinations papers from university of cambridge ESOL examination : English for speakers of other Languages,1
foundations of soft case -based reasoning,Foundations of soft case -based reasoning,1
frankenstein,Frankenstein,1
"powder metallurgy: science, technology and materials","Powder Metallurgy: science, technology and materials",1
"journal of chemical science ,vol. 122 , 1-3 , 2010  / indian academy of science. -- banglore : indian academy of science: indian academy of science, 2010","Journal of Chemical Science ,Vol. 122 , 1-3 , 2010  / Indian Academy of Science. -- Banglore : Indian Academy of Science: Indian Academy of Science, 2010",1
mathematical----economics,Mathematical----economics,1
mathematics and its applications to industry,Mathematics and Its Applications to Industry,1
mathematics for class xii part a,Mathematics for Class XII Part A,1
mathematics for economics,Mathematics for Economics,1
mathematics mcq,Mathematics MCQ,1
mathematics today,Mathematics Today,1
matlab demystified: basic concepts and application,MATLAB Demystified: Basic concepts and application,1
matrix methods of structural analysis,Matrix methods of structural analysis,1
mcdonaldization of society,McDonaldization of Society,1
mcse readings --- windows nt 4.0,MCSE Readings --- Windows NT 4.0,1
mcse windows 2000 ---- administration,MCSE Windows 2000 ---- Administration,1
measurement & instrumentation trends & applications,Measurement & Instrumentation trends & applications,1
measurement & instrumentation: trends & applications,Measurement & instrumentation: trends & applications,1
measurement instrumentation & sensors handbook,Measurement Instrumentation & Sensors Handbook,1
measurement systems: application and design,Measurement systems: application and design,1
mathematical statistics:(lost): r.no.28880,Mathematical Statistics:(Lost): R.No.28880,1
mathematical models of environment,Mathematical Models of Environment,1
"materials: engineering, science, processing and design","Materials: Engineering, Science, Processing and Design",1
mastering auto cad 2016 and auto cad lt 2016,Mastering auto cad 2016 and auto cad LT 2016,1
marketing,Marketing,1
marketing classics,Marketing Classics,1
marketing communications,Marketing Communications,1
marketing principles and practice,Marketing Principles and Practice,1
marketing research : an application approach,Marketing Research : An Application Approach,1
marketing:an introduction,Marketing:An Introduction,1
mastering autocad 13 for windows,Mastering Autocad 13 for Windows,1
materials science &engineering,Materials Science &Engineering,1
mastering cloud computing,Mastering cloud computing,1
mastering microsoft office 2000,Mastering Microsoft Office 2000,1
material science and engineering: a first course,Material science and engineering: a first course,1
materials for engineering,Materials for engineering,1
materials management--approach,Materials management--approach,1
materials management: an integrated systems approach,Materials Management: an integrated systems approach,1
mechanical behavior of materials,Mechanical behavior of Materials,1
"mechanical behavior of materials: engineering methods for deformation, fracture and fatigue","Mechanical behavior of materials: engineering methods for deformation, fracture and fatigue",1
mechanical engg. interviews,Mechanical engg. interviews,1
miro electronics,Miro Electronics,1
microwave devices & circuits,Microwave devices & circuits,1
microwave devices and applications,Microwave Devices and Applications,1
microwave engineering 3rd,Microwave Engineering 3rd,1
microwave solid state circuit design,Microwave Solid State Circuit Design,1
midnight's children,Midnight's Children,1
"minimum wages act,1948","Minimum wages act,1948",1
mobile communications handbook,Mobile Communications Handbook,1
microsoft office 2000,Microsoft office 2000,1
model analysis of structures,Model analysis of structures,1
model solutions to iit,Model solutions to IIT,1
modeling and analysis of dynamic systems,Modeling and Analysis of Dynamic Systems,1
"models of management : work, authority & org....","Models of Management : Work, Authority & Org....",1
modern approach to verbal & non -verbal reasoning,Modern approach to verbal & non -verbal reasoning,1
modern approach to verbal & non- verbal reasoning,Modern approach to verbal & non- verbal reasoning,1
microsoft sql server 7.0,Microsoft SQL Server 7.0,1
microsoft exchange server 2003,Microsoft Exchange Server 2003,1
mechanical engineering interviews,Mechanical Engineering Interviews,1
meditation and life,Meditation and life,1
mechanical engineers' handbook,Mechanical Engineers' Handbook,1
mechanical vibrations and noise engineering,Mechanical Vibrations and Noise Engineering,1
mechatronic systems: fundamentals,Mechatronic Systems: fundamentals,1
mechatronics ; principle concepts & application,Mechatronics ; Principle Concepts & Application,1
mechatronics: principle concepts & application,Mechatronics: Principle Concepts & Application,1
mechatronocs,Mechatronocs,1
mems & microsystems design & manufacture,MEMS & Microsystems Design & Manufacture,1
microprocessors & micro controllers 8085/8051: archotecture progr. & systems design,Microprocessors & Micro controllers 8085/8051: Archotecture Progr. & Systems Design,1
mems and microsystems: design and manufacture,MEMS and Microsystems: Design and Manufacture,1
mens & microsystems ; design & manufacture,Mens & Microsystems ; Design & Manufacture,1
metasploit  the penetration tester's guide,Metasploit  the penetration tester's guide,1
methodological thinking: basic principles of social research design,Methodological thinking: basic principles of social research design,1
micro controllers: theory &applicatins,Micro controllers: Theory &Applicatins,1
microeconomics: theory and  applications,Microeconomics: Theory and  applications,1
markandeya purana,Markandeya Purana,1
manuscript found in accra,Manuscript found in accra,1
manufacturing technology: metal cutting & machine tools,Manufacturing Technology: Metal Cutting & Machine Tools,1
life of vision: adarsa jivan,Life of vision: Adarsa jivan,1
leet  letral  engineering entrance test for lateral entry to  engineering  degree  programmes,LEET  letral  engineering entrance test for lateral entry to  engineering  degree  programmes,1
legal aspects of business,Legal Aspects of Business,1
leo tolstoy,Leo Tolstoy,1
lesson plans for engineering graphics: a teachers manual,Lesson Plans for Engineering Graphics: A Teachers Manual,1
let us c++,Let us c++,1
life is what you make it: a story of love hope and how determination can over come even destiny,Life is what you make it: a story of love hope and how determination can over come even destiny,1
life without limits,Life without limits,1
learn quantum computing with python & ibm quantum experience,Learn Quantum Computing with Python & IBM Quantum Experience,1
life writing,Life writing,1
light matter interaction: physics and engineering at the nanoscale,Light matter interaction: physics and engineering at the nanoscale,1
lights out,Lights out,1
lilacs bloom in my backyard,Lilacs bloom in my backyard,1
limit state design of reinforced concrete,Limit state design of reinforced concrete,1
"limitaion of social research,the","limitaion of Social Research,The",1
"learning with kernels: support vector machines, regularization, optimization, and beyond","Learning with kernels: support vector machines, regularization, optimization, and beyond",1
learn microsoft visual j++ 6.0,Learn Microsoft Visual J++ 6.0,1
linear algebra and its application,Linear algebra and its application,1
lange's handbook--chemistry,Lange's handbook--chemistry,1
kanthapura,Kanthapura,1
kennedy speed reading workbook,Kennedy speed reading workbook,1
key to high school english grammar and composition,Key to High School English Grammar and Composition,1
kim,Kim,1
kindle life,Kindle life,1
know your english: idioms and their stories,Know your english: idioms and their stories,1
langenscheidt eurodictionary: german-engilsh / english-german,Langenscheidt eurodictionary: german-engilsh / english-german,1
leadership for world-class universities: challenges for developing countries,Leadership for world-Class Universities: challenges for developing countries,1
language in use,Language in Use,1
laser application and optical metrology: proceedings of international conference,Laser Application and Optical Metrology: Proceedings of International Conference,1
laser optics,Laser Optics,1
lasers :theory and applications,Lasers :Theory and Applications,1
lasers: the new technology of light,Lasers: The New Technology of Light,1
latex; users guide & reference manual,LATEX; Users Guide & Reference Manual,1
linear algebra an introductory approach,Linear algebra an introductory approach,1
"linear circuit analysis: time domain, phasor, and laplace transform approaches","Linear circuit analysis: time domain, phasor, and laplace transform approaches",1
manufacturing technology: foundary forming and welding vol.1,Manufacturing Technology: Foundary Forming and Welding Vol.1,1
managing systemic banking crises,Managing Systemic Banking Crises,1
managerial issues of enterprise resource planning system,Managerial Issues of Enterprise Resource Planning System,1
managerial skills development,Managerial Skills Development,1
managing and mining multimedia database,Managing and mining multimedia database,1
managing enterprises in the era of uncertainty,Managing Enterprises in the Era of Uncertainty,1
managing global software projects,Managing Global Software Projects,1
managing human resources,Managing Human Resources,1
managing the indian state,Managing the Indian State,1
management skills development,Management Skills Development,1
managing uncertainty,Managing Uncertainty,1
manorama year book 2000,Manorama year book 2000,1
manorama yearbook 2008,Manorama Yearbook 2008,1
manorama yearbook 2009,Manorama Yearbook 2009,1
manual of tropical housing and building: climatic design,Manual of tropical housing and building: climatic design,1
manufacturing systems: theory and practice,Manufacturing Systems: theory and practice,1
management...technology,Management...Technology,1
management process and organisational behaviour,Management Process and Organisational Behaviour,1
linear programming & network flows,Linear Programming & Network Flows,1
machine learning in python,Machine learning in python,1
linking wages with productvity,Linking Wages with Productvity,1
linux application development,Linux application development,1
lolita,Lolita,1
lords of the flies,Lords of the Flies,1
lowland,Lowland,1
machine learning in data science using python,Machine learning in data science using python,1
machinery's handbook,Machinery's Handbook,1
management lose fine paid 29/12/06: savitri aima,Management Lose Fine Paid 29/12/06: Savitri Aima,1
madame bovary,Madame Bovary,1
magnifying data structures,Magnifying data structures,1
mahatma gandhi and the environment: analysing gandhian environmental thought,Mahatma gandhi and the environment: analysing Gandhian environmental thought,1
maintenance engineering handbook,Maintenance Engineering Handbook,1
management and organisational behavior,Management and Organisational behavior,1
management and orgnisational behaviour,Management and Orgnisational Behaviour,1
modern banking in theory and practice,Modern Banking in Theory and Practice,1
modern computer architecture,Modern Computer architecture,1
modern economics,Modern Economics,1
organization change: theory and practice,Organization change: theory and practice,1
optimization: theory and practice,Optimization: theory and practice,1
optoelectronics: an introduction,Optoelectronics: An Introduction,1
oracle 7.3,Oracle 7.3,1
organisational behavior,Organisational Behavior,1
organisational challenges : insights and solutions,Organisational Challenges : Insights and Solutions,1
organisations is society,Organisations is Society,1
organizational behavior: integrated readings,Organizational Behavior: Integrated Readings,1
optimization in engineering,Optimization in engineering,1
organizational behaviour,ORGANIZATIONAL BEHAVIOUR,1
orthogonal frequency division multiplexing for wireless communication,Orthogonal frequency division multiplexing for wireless communication,1
outcome based education and accreditation,Outcome based education and accreditation,1
oxford dictionary of business english,Oxford dictionary of business english,1
oxford dictionary of sociology,Oxford Dictionary of Sociology,1
oxford school atlas,Oxford School Atlas,1
optimization of unit operations,Optimization of Unit Operations,1
optical systems and  processes,Optical Systems and  Processes,1
pandit jawaharlal nehru,Pandit Jawaharlal Nehru,1
operation management 2nd,Operation Management 2nd,1
on the road,On the Road,1
one hundred years of solitude,One Hundred Years of Solitude,1
one night @ the call center,One night @ the Call Center,1
operating system: internal and design principles,Operating System: Internal and Design Principles,1
operating systems 250 paid lost,Operating Systems 250 Paid Lost,1
operating systems fundamentals,Operating Systems fundamentals,1
operation management 3rd,Operation Management 3rd,1
optical fiber communication system,Optical Fiber Communication System,1
operations & modelling of mos transister,Operations & Modelling of MOS Transister,1
operations management,Operations Management,1
operations research principles and practice,Operations Research Principles and Practice,1
operations research: theory & applications,OPerations Research: Theory & Applications,1
optical communications,Optical communications,1
optical engineering fundamentals,Optical Engineering Fundamentals,1
panchatantra,Panchatantra,1
paradise lost book,Paradise lost book,1
objective english for competitive examinations,Objective English for competitive examinations,1
physics in ancient india,Physics in ancient India,1
photonics optical electronics in modern communications,Photonics optical electronics in modern communications,1
photovoltaic systems: analysis and design,Photovoltaic Systems: Analysis and Design,1
physics,Physics,1
physics and applications of negative refractive index materials,Physics and applications of negative refractive index materials,1
physics and chemistry of surface,Physics and Chemistry of Surface,1
physics for competitions,Physics for Competitions,1
"pitch perfect: how to say it right the first time, every time","Pitch perfect: how to say it right the first time, every time",1
pervasive computing,Pervasive computing,1
plain and reinforced concrete vol.1,Plain and Reinforced Concrete Vol.1,1
playing fields measurement manual,Playing fields Measurement Manual,1
policy evaluation with computable ......... model,Policy Evaluation with Computable ......... Model,1
political economy of the world trading system,Political economy of the world trading system,1
portrait of the artist as a young man,Portrait of the Artist As a Young Man,1
post-fordism : a reader,Post-Fordism : A Reader,1
phdcci list of chambers,PHDCCI List of chambers,1
perspectives in sociology,Perspectives in sociology,1
parallel programming,Parallel Programming,1
performance appraisal and counseling,Performance appraisal and counseling,1
partial differential equations for scientists and engineers,Partial differential equations for scientists and engineers,1
pass cambridge bec vantage: teachers books,Pass Cambridge BEC Vantage: Teachers Books,1
passage to train,Passage to Train,1
pavement design,Pavement design,1
pc upgraging maintenance&trouble shooting guide,PC Upgraging maintenance&trouble shooting guide,1
penetration testing,Penetration Testing,1
personal management-practice handbook,Personal Management-Practice Handbook,1
perspectives in global science and tech. comm.,Perspectives in Global Science and Tech. Comm.,1
personalizing evaluation,Personalizing Evaluation,1
personne / human resource management,Personne / Human Resource Management,1
personnel / human resource management,Personnel / Human Resource Management,1
personnel and human resource management,Personnel and Human Resource Management,1
perspective in engineering optics,Perspective in Engineering Optics,1
perspective in modern optics & optical instrumenta,Perspective in modern optics & optical instrumenta,1
objective physics,Objective physics,1
objective chemistry,Objective Chemistry,1
modern english usage,Modern English usage,1
multimedia communications,Multimedia Communications,1
ms-dos hand book,MS-DOS HAND BOOK,1
muliple choice questions on renewable energy,Muliple choice questions on renewable energy,1
multi-objective optimization using evolutionary algorithms,Multi-objective optimization using evolutionary algorithms,1
multimedia : computing communications & app,Multimedia : Computing Communications & App,1
multimedia an introduction,Multimedia an introduction,1
multimedia communication,Multimedia Communication,1
multimedia in action,Multimedia In Action,1
motivation and leadership at work,Motivation and Leadership at Work,1
multinational finance,Multinational finance,1
multinational financial management,Multinational Financial Management,1
multiple criterion optimization and statistical de,Multiple Criterion Optimization and Statistical De,1
murphy's english grammar,Murphy's English Grammar,1
nano materials,Nano materials,1
nanoelectronics and nanosystems from transistors to ...devices,Nanoelectronics and nanosystems from transistors to ...devices,1
mrs. dalloway,Mrs. Dalloway,1
monk who sold his ferrari: a fable about fulfilling your dreams and reaching your destiny,Monk who sold his ferrari: a fable about fulfilling your dreams and reaching your destiny,1
nanotechnology : the science of small,Nanotechnology : the science of small,1
modern money and banking,Modern Money and Banking,1
modern industrial organisation,Modern Industrial Organisation,1
modern machining tools,Modern Machining Tools,1
modern macroeconomics,Modern Macroeconomics,1
modern marketing management,Modern Marketing Management,1
modern marketing mangement,Modern Marketing Mangement,1
modern micro economics,Modern Micro Economics,1
modern organisation,Modern organisation,1
monitoring the world economy 1820-1992,Monitoring the world economy 1820-1992,1
modern physics for engineers.,Modern Physics for Engineers.,1
molecular biotechnology: principles and practices,Molecular biotechnology: principles and practices,1
molecular symmetry: problems and solutions,Molecular symmetry: problems and solutions,1
monetary economics,Monetary Economics,1
"money, information and uncertainty","Money, Information and Uncertainty",1
"money,the financial system and the economy","Money,The Financial System and The Economy",1
nanostructures: theory and modelling,Nanostructures: theory and modelling,1
"nanotechnology and nanoelectronics: materials, devices, measurement techniques","Nanotechnology and nanoelectronics: materials, devices, measurement techniques",1
object oriented data structure using java,Object Oriented data structure using java,1
non conventional and renewable energy sources,Non conventional and renewable energy sources,1
new forler's--english usage,New forler's--english usage,1
new gre premier graduate record examination 2011-2012,New GRE PREMIER Graduate Record Examination 2011-2012,1
new perspective on human resource management,New Perspective on Human Resource Management,1
new revised compilation of sixth pay commision acceptance....,New revised compilation of sixth pay commision acceptance....,1
new trends in green chemistry,New trends in GREEN CHEMISTRY,1
night train at deoli and other stories,Night Train at Deoli and other stories,1
non linear optics,Non linear optics,1
new course chemistry foe xii,New Course Chemistry foe XII,1
nonlinear fiber optics,Nonlinear fiber optics,1
nonlinear phenomena,Nonlinear Phenomena,1
nonlinear programming,Nonlinear Programming,1
nonparametric econometrics,Nonparametric Econometrics,1
"not too loose, not too tight, ' just right': tuning the mind","Not too loose, not too tight, ' Just Right': Tuning the mind",1
object oriented analysis and design,Object oriented Analysis and Design,1
"new directions: reading, writing,critical thinking","New Directions: Reading, Writing,Critical Thinking",1
new classical macroeconomics,New classical macroeconomics,1
nanotechnology for microelectronics and optoelectronics,Nanotechnology for microelectronics and optoelectronics,1
national building code of india 2016: volume 2,National building code of India 2016: Volume 2,1
nanotechnology: an introduction,Nanotechnology: an introduction,1
"nanotechnology: an introduction to synthesis, properties and applications of nanomaterials","Nanotechnology: an introduction to synthesis, properties and applications of nanomaterials",1
nanotechnology: basic science and emerging technologies,Nanotechnology: basic science and emerging technologies,1
nanotechnology: fundamentals and applications,Nanotechnology: fundamentals and applications,1
nanotribology: critical assessment and research needs,Nanotribology: critical assessment and research needs,1
national building code of india 2016: volume 1,National building code of India 2016: Volume 1,1
nature of work,Nature of Work,1
neuro - fuzzy pattern recognition,Neuro - Fuzzy Pattern Recognition,1
negative refraction metamaterials: fundamental principles and application,Negative refraction metamaterials: fundamental principles and application,1
netaji subhash chandra bose,Netaji Subhash Chandra Bose,1
"network flows: theory, algorithms, and applications","Network flows: theory, algorithms, and applications",1
network security,Network Security,1
networks,Networks,1
neural networks & fuzzy suystems,Neural Networks & Fuzzy Suystems,1
journey to ithaca,Journey to Ithaca,1
jigs and fixtures: non standard clamping devices,JIGS and Fixtures: Non standard clamping devices,1
from post industrial to post - modern society: new theories of the contemporary world,From post industrial to post - modern society: New theories of the contemporary world,1
jigs and fixtures,Jigs and Fixtures,1
group discussion for admission and jobs,Group discussion for admission and jobs,1
"growth , conduction, trapping & breakdown of: sio2 layers on silicon","Growth , Conduction, Trapping & breakdown of: SiO2 layers on silicon",1
growth and deve.of the it industry bangalore & sin,Growth and Deve.of the IT Industry Bangalore & Sin,1
growth of the international economy 1820-2000,Growth of the international economy 1820-2000,1
"gsm, cdma & 3g systems","GSM, Cdma & 3G Systems",1
guide,Guide,1
guide to econometrics,Guide to econometrics,1
guide to nalco: engineer trainees recruitment exam (non-technical),Guide to NALCO: Engineer Trainees Recruitment Exam (Non-Technical),1
guide to nalco: graduate engineer trainee recruitment examination,Guide to NALCO: Graduate Engineer Trainee Recruitment Examination,1
hand book of gear technology,Hand Book of Gear Technology,1
"handbook of electrical engineering: a reference-cum-textbook for engineers, teachers and students","Handbook of electrical engineering: a reference-cum-textbook for engineers, teachers and students",1
handbook of electrical power distributions,Handbook of Electrical Power Distributions,1
handbook of industrial organisation,Handbook of Industrial Organisation,1
handbook of industrial organization vol.2,Handbook of Industrial Organization VOL.2,1
handbook of industrial organization vol.3,Handbook of Industrial Organization VOL.3,1
greening the corporation: management strategy and the environmental challenge,Greening the corporation: Management strategy and the environmental challenge,1
green power : the eco-friendly energy engineering: fundamentals and design,Green Power : The Eco-Friendly Energy Engineering: Fundamentals and Design,1
green it for sustainable business practice: an iseb foundation guide,Green IT for sustainable business practice: an ISEB foundation guide,1
grammatik training deutsch,Grammatik training deutsch,1
"globalization, labour markets and inequality in india","Globalization, Labour Markets and Inequality in India",1
globlization:a critical introduction,Globlization:A critical Introduction,1
gmat,GMAT,1
god of small things,God of Small Things,1
godfather,Godfather,1
golden gate,Golden Gate,1
graphical methods in structural analyis,Graphical methods in structural analyis,1
green chemistry: environment friendly alternatives,Green chemistry: environment friendly alternatives,1
gre,GRE,1
gre prep course with software and online course,GRE Prep course with software and online course,1
great answers to tough interview questions,Great answers to tough Interview questions,1
great expectations,Great Expectations,1
great indian novel,Great Indian Novel,1
great writer in organisations,Great Writer in Organisations,1
handbook of international trade,Handbook of International Trade,1
handbook of mechanical design,Handbook of mechanical design,1
handbook of micro/nano tribology,Handbook of Micro/Nano Tribology,1
html and xhtml : the ccomplet reference,HTML and XHTML : The Ccomplet Reference,1
how to prepare for the gmat,How To Prepare for the GMAT,1
how to prepare for the gre,How to prepare for the GRE,1
how to prepare for the gre test,How to Prepare for the GRE Test,1
"how to write & speak effective, powerful & fluent english","How to write & speak effective, powerful & fluent English",1
hrd and mgt.in public sector enterprises,HRD and Mgt.in Public Sector Enterprises,1
hspice users manual: elements and models : hspice version h92,HSPICE Users Manual: Elements and Models : HSPICE Version H92,1
html and xhtml : the complete reference,HTML and XHTML : The Complete Reference,1
how to design programs an introduction to pro.and computing,How to Design Programs An Introduction to Pro.and Computing,1
hullabaloo,Hullabaloo,1
human aspects of software engineering,Human aspects of software engineering,1
human factors in engineering and design,Human factors in engineering and design,1
human resource management : theory and practice,Human Resource Management : Theory and Practice,1
human side of enterprise,Human Side of Enterprise,1
hydraulic machine : including fluidics,Hydraulic Machine : Including Fluidics,1
how to prepare for quantitative aptitude for the cat,How to prepare for quantitative aptitude for the CAT,1
how to answer hard interview questions ?: and everything else you need to know to get the jobs you want,How to answer hard interview questions ?: and everything else you need to know to get the jobs you want,1
handbook of modern sensors,Handbook of Modern Sensors,1
head first design patterns,Head first design patterns,1
handbook of statistical analysis and data mining applications,Handbook of Statistical Analysis and Data Mining Applications,1
handbook of ugc schemes: 1th five year plan and ugc draft of the 6th pay commission,Handbook of UGC schemes: 1th five year plan and ugc draft of the 6th pay commission,1
handbook on engineering education 2002,Handbook on Engineering Education 2002,1
hands - on machine learning with scikit-learn & tensorflow,Hands - On machine learning with scikit-learn & tensorFlow,1
hands- on programming with r,Hands- on programming with R,1
hbr guide to project management,HBR guide to project management,1
heart of darkness,Heart of Darkness,1
how the japanese learn to work,How the japanese learn to work,1
heterogeneous wireless access networks,Heterogeneous Wireless Access Networks,1
high performance bifet process for analog: integrated circuits,High performance Bifet process for analog: integrated circuits,1
high performance entrepreneur,High performance entrepreneur,1
history of english literature,History of english literature,1
history of the second world war,History of the second world war,1
