book_id,_unique_key,title,author,editionstatement,publishercode,copyrightdate,itemcallnumber,quantity
140,a user guide to the unix system||thomas (rebecca) and yates (jean)||2nd||tata mc graw hill||2001,A User Guide to the Unix System,THOMAS (REBECCA) AND YATES (JEAN),2nd,TATA MC GRAW HILL,2001,5.432 THO R,2
141,a vhdl primer||bhasker(j)||3rd||addison wesely pub||1999,A VHDL Primer,BHASKER(J),3rd,ADDISON WESELY PUB,1999,621.39 BHA R,1
142,"a vhdl primer||bhasker, j.||3rd ed.||pearson||2005",A VHDL primer,"Bhasker, J.",3rd ed.,Pearson,2005,621.39 BHA,38
143,"a vhdl primer||bhasker, j||3rd. rep||pearson edu. asia||2001",A VHDL Primer,"Bhasker, J",3rd. Rep,PEARSON EDU. ASIA,2001,621.39 BHA,4
144,"abbreviations and acronyms||gopalkrishnan, p.n.||1st||authors press||2005",Abbreviations and Acronyms,"Gopalkrishnan, P.N.",1st,Authors Press,2005,411 GOP,6
145,abc of chemistry : for class xi (10+2) system||jauhar (s.p)||1st||modern pub||2004,ABC of Chemistry : For Class XI (10+2) System,JAUHAR (S.P),1st,MODERN PUB,2004,541 JAU 1,5
146,abc of physics : for class xi||gupta (satish k.)||1st||modern pub||2004,ABC of Physics : For Class XI,GUPTA (SATISH K.),1st,MODERN PUB,2004,530 GUP 1,2
147,"abcs of the internet||crumlish, christian||1st||bpb publication||1999",ABCs of the Internet,"CRUMLISH, CHRISTIAN",1st,BPB PUBLICATION,1999,004.678 CRU,1
148,accounting :theory and practice||glautier (mwe) & underdown||6th||pitman||1997,Accounting :Theory and Practice,GLAUTIER (MWE) & UNDERDOWN,6th,PITMAN,1997,657.01 GLA;R,1
149,accounting :theory and practice||glautier (mwe) & underdown||||pitman||1997,Accounting :Theory and Practice,GLAUTIER (MWE) & UNDERDOWN,,PITMAN,1997,657.01 GLA;R,1
150,"accounting: an introduction||atrill,p. and melaney, e.||3rd||phi||2005",Accounting: An Introduction,"Atrill,P. and Melaney, E.",3rd,PHI,2005,657.48 ATR,1
151,"acoustic and auditory phonetics||johnson, keith||3rd ed.||wiley blackwell||2012",Acoustic and auditory phonetics,"Johnson, Keith",3rd ed.,Wiley Blackwell,2012,414 JOH,1
152,"acoustic phonetics: a course of basic readings||fry, d. b.||1st ed.||cambridge university press||1976",Acoustic phonetics: A course of basic readings,"Fry, D. B.",1st ed.,Cambridge university press,1976,414 FRY,1
153,"acoustic phonetics||stevens, kenneth n.||1st ed.||the mit press||1998",Acoustic Phonetics,"Stevens, Kenneth N.",1st ed.,The MIT Press,1998,414.8 STE,1
154,"active portfolio management||grinold (r.c) and kahn (r.n)||2nd||mcgraw-hill,inc||1999",Active Portfolio Management,GRINOLD (R.C) AND KAHN (R.N),2nd,"MCGRAW-HILL,INC",1999,332.60151 GRI R,1
155,"active server pages 2.0||walter, stephen||1st ed.||techmedia||1999",Active server pages 2.0,"WALTER, STEPHEN",1st ed.,TECHMEDIA,1999,004.48 WAL,1
156,"active sever page 3.0 in 21 days: teach yourself||mitchell, c. and alkinson , j.||1st ed.||techmedia||2000",Active Sever Page 3.0 in 21 Days: teach Yourself,"Mitchell, C. and alkinson , J.",1st ed.,Techmedia,2000,004.68 MIT,12
157,"ad hoc mobile wireless networks: protocols and systems||toh, c.k.||1st ed.||phi||2002",AD HOC Mobile Wireless Networks: Protocols and Systems,"Toh, C.K.",1st ed.,PHI,2002,621.384TOH; TOH,1
158,ad hoc mobile wireless networks: proyocols and systems||toh (ck)||1st ed.||prentice hall harvester wheatsheaf||2002,AD HOC Mobile Wireless Networks: Proyocols and Systems,TOH (CK),1st ed.,PRENTICE HALL HARVESTER WHEATSHEAF,2002,621.384TOH; 1,1
159,"adaptive control||astrom, k.h. and  others||2nd||pearson education||2006",Adaptive Control,"Astrom, K.H. and  Others",2nd,Pearson Education,2006,629.836 AST,5
160,"adaptive control||astrom, k.j and wittenmark, b.||2nd||pearson edu||2008",Adaptive Control,"Astrom, K.J and Wittenmark, B.",2nd,Pearson Edu,2008,629.836 AST,19
161,"adaptive control||astrom,k.j.||2nd||pearson||1995",Adaptive Control,"Astrom,K.J.",2nd,Pearson,1995,629.836 AST,2
162,"adaptive filter theory||haykin, s and kailath, t.||4th||pearson edu||2007",Adaptive Filter Theory,"Haykin, S and Kailath, T.",4th,Pearson edu,2007,621.15324 HAY,1
163,"adaptive signal processing||widrow, bernard & stearns, samuel||1st ed.||pearson||2015",Adaptive signal processing,"Widrow, Bernard & Stearns, Samuel",1st ed.,Pearson,2015,621.3822 WID,5
164,added value in financial institutions||acar (emmanuel)||1st||prentice-hall||2001,Added Value in Financial Institutions,ACAR (EMMANUEL),1st,PRENTICE-HALL,2001,658.15 ACA R,1
165,"additive manufacturing technologies||shiva, s. & shukla, a. k.||||wiley india||2024",Additive Manufacturing Technologies,"Shiva, S. & Shukla, A. K.",,Wiley India,2024,670 SHI; R,5
166,"adptive filter theory||haykin, s.||1st ed.||pearson education||2008",Adptive Filter Theory,"Haykin, S.",1st ed.,Pearson Education,2008,621.15324 HAY,1
167,"adptive filter theory||haykin, s.||||pearson education||2008",Adptive Filter Theory,"Haykin, S.",,Pearson Education,2008,621.15324 HAY,4
168,advance engineering mathematics||mathur (a.b) & jaggi (v.p)||2nd||khanna pub.||2003,Advance Engineering Mathematics,MATHUR (A.B) & JAGGI (V.P),2nd,KHANNA PUB.,2003,515.3 MAT 95,1
169,advance in contemporary phy and energ (supplement)||kaushik (s.c) and etc.||1st||allied pub||2002,Advance in Contemporary Phy and Energ (Supplement),KAUSHIK (S.C) AND ETC.,1st,ALLIED PUB,2002,530 KAU R,1
170,advance in contemporary physics and energy||kaushik (s.c) and etc.||1st||allied pub||2002,Advance in Contemporary Physics and Energy,KAUSHIK (S.C) AND ETC.,1st,ALLIED PUB,2002,530 KAU R,1
171,"advance microprocessors & interfacing||ram, bardi.||1st||tata mcgraw hill||2001",Advance Microprocessors & Interfacing,"Ram, Bardi.",1st,Tata McGraw Hill,2001,004.165 RAM,14
172,"advance unix||prata,s.||1st||bpb||2005",Advance Unix,"Prata,s.",1st,BPB,2005,005.432 PRA,4
173,advanced  manufactureing  technology||||||iit||1998,Advanced  manufactureing  technology,,,IIT,1998,670RAO 1,1
174,advanced accountancy||maheshwari (s.n)||8th||vikash pub.||2003,Advanced Accountancy,MAHESHWARI (S.N),8th,VIKASH PUB.,2003,657.046 MAH 1,1
175,advanced accountancy||maheshwari (sn) and maheshwari (sk)||8ed.||vikas||2003,Advanced Accountancy,Maheshwari (SN) and Maheshwari (SK),8ed.,Vikas,2003,657.046 ; MAH; R,1
176,"advanced accountancy||shukla,m.c.||1st||s.chand||2005",Advanced Accountancy,"Shukla,M.C.",1st,S.Chand,2005,657 SHU,15
177,"advanced analytics with spark||ryza, sandy and others||1st ed.||shroff||2015",Advanced analytics with Spark,"Ryza, Sandy and others",1st ed.,Shroff,2015,006.312 RYZ,10
178,"advanced c programming||godse, a.p||1st ed.||pune technical pub.||2008",Advanced C Programming,"Godse, A.P",1st ed.,Pune Technical Pub.,2008,005.133 GOD,28
179,"advanced computer architecture: parallelism, scalability, programmability||hwang, kai||2nd ed.||tata mcgraw hill||2011","Advanced computer architecture: parallelism, scalability, programmability","Hwang, Kai",2nd ed.,Tata McGraw Hill,2011,004.22 HAW,22
180,advanced computer architecture||hwang (k)||1st||tata mc graw hill||2004,Advanced Computer Architecture,HWANG (K),1st,TATA MC GRAW HILL,2004,004.22 HAW 15,4
181,"advanced computer architecture||hwang, kai||1st ed.||mc.graw hills||1993",Advanced Computer Architecture,"HWANG, KAI",1st ed.,MC.GRAW HILLS,1993,004.22 HWA,1
182,"advanced computer architecture||hwang, kai||||mc.graw hills||1993",Advanced Computer Architecture,"HWANG, KAI",,MC.GRAW HILLS,1993,004.22 HWA,4
183,"advanced computer architecture||hwang,k.||10th||tmh||2005",Advanced Computer Architecture,"Hwang,K.",10th,TMH,2005,004.22 HWA,4
184,"advanced computer architecture||hwang,k.||1st ed.||tmh||2000",Advanced Computer Architecture,"Hwang,K.",1st ed.,TMH,2000,004.22 HWA,1
185,"advanced computer architecture||hwang,k.||1st||tmh||2000",Advanced Computer Architecture,"Hwang,K.",1st,TMH,2000,004.22 HWA,10
186,"advanced computer architecture||hwang,k.||||tmh||2000",Advanced Computer Architecture,"Hwang,K.",,TMH,2000,004.22 HWA,4
187,"advanced computer architecture||kain, richard y||1st||prantice hall of india||1996",Advanced computer architecture,"KAIN, RICHARD Y",1st,PRANTICE HALL OF INDIA,1996,004.22 KAI,1
188,"advanced concepts in operating systems||singhal, m and  shivarartri, n.g.||1st||tata mcgraw hill||2004",Advanced Concepts in Operating Systems,"Singhal, M and  Shivarartri, N.G.",1st,Tata McGraw Hill,2004,005.43 SIN,13
189,"advanced data structures||brass, peter||1st ed.||cambridge||2016",Advanced data structures,"Brass, Peter",1st ed.,Cambridge,2016,005.1 BRA,4
190,"advanced differential equations||rai, sighania||8th.rev.||s.chand and co. ltd.||2001",Advanced Differential Equations,"Rai, Sighania",8th.Rev.,S.CHAND AND CO. LTD.,2001,515.353 RAI,5
191,advanced differential equations||raisinghania(md)||1st ed.||s.chand and co. ltd.||2000,Advanced differential equations,RAISINGHANIA(MD),1st ed.,S.CHAND AND CO. LTD.,2000,515.353 RAI;20,5
192,"advanced differential equations||raisinghania, m.d.||1st ed.||s. chand pub||2019",Advanced differential Equations,"Raisinghania, M.D.",1st ed.,S. chand Pub,2019,515.353 RAI,3
193,advanced differential equation||raisinghania(md)||1st ed.||s.chand and co. ltd.||2000,Advanced differential equation,RAISINGHANIA(MD),1st ed.,S.CHAND AND CO. LTD.,2000,515.353 RAI R,20
194,"advanced digital systems||chartrand,leo||1st ed.||cingage learning||2005",Advanced Digital Systems,"Chartrand,Leo",1st ed.,Cingage learning,2005,621.381 CHA,1
195,"advanced digital systems||chartrand,leo||||cingage learning||2005",Advanced Digital Systems,"Chartrand,Leo",,Cingage learning,2005,621.381 CHA,4
196,"advanced economic theory||ahuja, h.l||13th rev.||s.chand and co. ltd.||2003",Advanced Economic Theory,"Ahuja, H.L",13th Rev.,S.CHAND AND CO. LTD.,2003,338.5 AHU 4,83
197,advanced electronic communication systems||tomasi||1s||prentice hall||2004,Advanced Electronic Communication Systems,Tomasi,1s,Prentice hall,2004,621.382 TOM,1
198,"advanced engineering chemistry||senapati, m.r.||3rd ed.||university science press||2009",Advanced Engineering Chemistry,"Senapati, M.R.",3rd ed.,University Science Press,2009,540 SEN,4
199,"advanced engineering electromagnetics||balanis, constamtine a.||1st ed.||wiley india||2008",Advanced Engineering Electromagnetics,"Balanis, Constamtine A.",1st ed.,Wiley India,2008,621.3 BAL,1
200,"advanced engineering fluid mechanics||muralidhar, k.||1st ed.||narosa||2015",Advanced engineering fluid mechanics,"Muralidhar, K.",1st ed.,Narosa,2015,620.106 MUR,1
201,"advanced engineering mathemaics9789812359711||mathur, a.b & jaggi, v.p||2nd||khanna pub.||2001",Advanced Engineering Mathemaics9789812359711,"Mathur, A.B & Jaggi, V.P",2nd,KHANNA PUB.,2001,515.3 MAT,99
202,advanced engineering mathematics||greenberg (michael d.)||2nd||pearson edu. asia||2002,Advanced Engineering Mathematics,GREENBERG (MICHAEL D.),2nd,PEARSON EDU. ASIA,2002,515.3 GRE R,10
203,advanced engineering mathematics||jain (rk) & iyengar (srk)||3 ed.||narosa publishing house||2008,Advanced Engineering Mathematics,JAIN (RK) & IYENGAR (SRK),3 ed.,Narosa Publishing House,2008,515 JAI; 26,1
204,"advanced engineering mathematics||jain, r.k & iyengar, s.r.k||1st||narosa pub||2002",Advanced Engineering Mathematics,"Jain, R.K & Iyengar, S.R.K",1st,NAROSA PUB,2002,515 JAI,5
205,"advanced engineering mathematics||jain, r.k. & lyenger, srk||3rd||narosa pub. house||2008",Advanced Engineering Mathematics,"Jain, R.K. & Lyenger, SRK",3rd,Narosa Pub. House,2008,515 JAI,16
206,"advanced engineering mathematics||jain,r.k.||1st||narosa||2005",Advanced Engineering Mathematics,"Jain,R.K.",1st,Narosa,2005,515 JAI,4
207,"advanced engineering mathematics||kreyszig, erwin||8th||john wiley & sons||2001",Advanced Engineering Mathematics,"Kreyszig, Erwin",8th,JOHN WILEY & SONS,2001,515.3 KRE,162
208,"advanced engineering mathematics||mathur, a.b & jaggi v.p||2nd||khanna pub.||2001",Advanced Engineering Mathematics,"Mathur, A.B & Jaggi V.P",2nd,KHANNA PUB.,2001,515.3 MAT,11
209,"advanced engineering mathmatics||jain, r.k & iyengar, s.r.k||1st||narosa pub||2001",Advanced Engineering Mathmatics,"Jain, R.K & Iyengar, S.R.K",1st,NAROSA PUB,2001,515 JAI,5
210,"advanced fluid mechanics||graebel, w.p.||1st ed.||academic press||2009",Advanced fluid mechanics,"Graebel, W.P.",1st ed.,Academic Press,2009,620.106 GRA,1
211,"advanced graphics programming in c and c++||stevens, r.t & watkins, c.d.||1st||bpb publication||1993",Advanced Graphics Programming in C and C++,"Stevens, R.T & Watkins, C.D.",1st,BPB PUBLICATION,1993,005.133 STE,5
212,"advanced macroeconomics||romer,d.||2nd||mcgraw hill||2001",Advanced Macroeconomics,"Romer,D.",2nd,Mcgraw hill,2001,339 ROM,1
213,"advanced mathematical methods||ostaszewski, adam||1st ed.||cambridge university press||1999",Advanced Mathematical Methods,"Ostaszewski, Adam",1st ed.,Cambridge University Press,1999,515 OST,1
214,advanced mathematics for engineers & sci...||sharma(g.c) etc.||1st ed.||c.b.s||1994,Advanced Mathematics for Engineers & sci...,SHARMA(G.C) ETC.,1st ed.,C.B.S,1994,510.0246 SHA 2:08,1
215,"advanced mechanics of solid||srinath, l.s.||2nd||tmh||2006",Advanced Mechanics of Solid,"Srinath, L.S.",2nd,TMH,2006,531 SRI,4
216,"advanced microprocessor & peripherals||ray, a.k.||2nd ed.||tmh||2009",Advanced microprocessor & Peripherals,"Ray, A.K.",2nd ed.,TMH,2009,004.165 RAY,15
217,"advanced microprocessor and microcontrollers||ram,s.k.||1st||laxmi pub||2004",Advanced Microprocessor and Microcontrollers,"Ram,S.K.",1st,Laxmi pub,2004,004.165 RAM,19
218,"advanced microprocessor and peripherals : architecture, programming and interfacing||ray, ajoy kumar||2nd ed.||tata mcgraw hill education||2011","Advanced Microprocessor and Peripherals : Architecture, Programming and Interfacing","Ray, Ajoy Kumar",2nd ed.,Tata McGraw Hill Education,2011,004.165 RAY,9
219,"advanced microprocessor and peripherals||ray, a.k. and others||2nd||tata mcgraw hill||2007",Advanced Microprocessor and peripherals,"Ray, A.k. and others",2nd,Tata McGraw hill,2007,004.165 RAY,9
220,"advanced microprocessor's and peripherals||ray, a.k.||2nd||tata mcgraw hill||2007",Advanced Microprocessor's and peripherals,"Ray, A.K.",2nd,Tata McGraw Hill,2007,004.165 RAY,10
221,"advanced microprocessors & peripherals||ray, a.k.||2nd||tata mcgraw hill||2007",Advanced Microprocessors & Peripherals,"Ray, A.K.",2nd,Tata McGraw Hill,2007,004.165 RAY,5
222,"advanced microprocessors & peripherals||ray,n.k.||1st||tmh||1989",Advanced Microprocessors & Peripherals,"Ray,N.K.",1st,TMH,1989,004.165 RAY,2
223,advanced microprocessors and microcontrollers||ram (s.k.venkata)||1st||laxmipub.||2004,Advanced Microprocessors and Microcontrollers,RAM (S.K.VENKATA),1st,LAXMIPUB.,2004,004.165 RAM R,2
224,advanced microprocessors and microcontroller||ram k.||1st||laxmi publication||2004,Advanced microprocessors and microcontroller,Ram K.,1st,Laxmi publication,2004,004.165 RAM,2
225,"advanced microprocessors||tabak, daniel||2nd ed.||tata mcgraw hill education||2012",Advanced microprocessors,"Tabak, daniel",2nd ed.,Tata McGraw Hill Education,2012,004.165 TAB,5
226,advanced modelling in finance using excel and vba||jackson (m) & staunton (mike)||1st||john wiley & sons||2001,Advanced Modelling in Finance Using Excel and VBA,JACKSON (M) & STAUNTON (MIKE),1st,JOHN WILEY & SONS,2001,658.05 JAC R,1
227,advanced organic chemistry||bahl (bs) and bahl (a)||1st rep||s.chand and co. ltd.||2001,Advanced Organic Chemistry,BAHL (BS) AND BAHL (A),1st Rep,S.CHAND AND CO. LTD.,2001,547 BAH 6,5
228,"advanced organic chemistry||singh, jagdamba||||new delhi:pragati parkash||2020",Advanced organic chemistry,"Singh, Jagdamba",,New Delhi:Pragati Parkash,2020,546.028 SIN,5
229,"advanced persistent threat hacking: art and science of hacking any organization||wrightson, tyler||1st ed.||mcgraw hill||2015",Advanced persistent threat hacking: art and science of hacking any organization,"Wrightson, Tyler",1st ed.,Mcgraw hill,2015,005.84 WRI,1
230,"advanced practical physics vol.1||singh, s.p||12th ed.||pragati prakashan||2000",Advanced Practical Physics Vol.1,"SINGH, S.P",12th ed.,PRAGATI PRAKASHAN,2000,530 SIN,10
231,advanced practical physics||worsnop & flint||1st ed.||khosla pub||2000,Advanced Practical Physics,WORSNOP & FLINT,1st ed.,KHOSLA PUB,2000,530 WOR;4,16
232,"advanced spoken english through easy grammer & simple phonetics||sharad ,srivastava.||1st ed.||franklin international||2002",Advanced spoken English through easy Grammer & simple phonetics,"Sharad ,Srivastava.",1st ed.,Franklin International,2002,SHA;1,1
233,"advanced structural analysis: with finite element & computer application||jain, ashok k.||2nd ed.||nem chand & bros.||2006",Advanced Structural Analysis: with finite element & computer application,"Jain, Ashok K.",2nd ed.,Nem Chand & Bros.,2006,690.21 JAI,15
234,advanced theory of semiconductor devices||hess (karl)||1st||prentice hall of india||2003,Advanced Theory of Semiconductor Devices,HESS (KARL),1st,PRENTICE HALL OF INDIA,2003,537.622 HES R,2
235,advanced theory of semiconductor devices||hess k h||1st||prentice hall||2000,Advanced theory of semiconductor Devices,Hess K H,1st,Prentice hall,2000,537.322 HES,1
236,"advanced unix : a programmers guide||prata, stephen||1st||bpb publication||1986",Advanced Unix : A Programmers Guide,"Prata, Stephen",1st,BPB PUBLICATION,1986,005.432 PRA D (R),25
237,"advanced unix a programmers guide||prata,s.||1st||bpb pub||1986",Advanced Unix a Programmers Guide,"Prata,S.",1st,Bpb pub,1986,005.432 PRA,4
238,"advanced vedic mathematics||thakur, kumar rajesh||1st ed.||rupa & co.,||2019",Advanced Vedic mathematics,"Thakur, Kumar Rajesh",1st ed.,"Rupa & Co.,",2019,510 THA,6
239,"advanced vehicle technology||heisler, heinz.||2nd||society of automotive engineering||2002",Advanced vehicle technology,"Heisler, Heinz.",2nd,Society of automotive Engineering,2002,629.2 HEI,1
240,"advances in computational electrodynamics: photonics and nanotechnology||taflove, allen||1st ed.||artech house||2013",Advances in computational electrodynamics: photonics and nanotechnology,"Taflove, Allen",1st ed.,Artech house,2013,537.6 TAF,1
241,"advances in fuzzy clustering and its applications||oliveira, j. valente de||1st ed.||john wiley & sons||2007",Advances in fuzzy clustering and its applications,"Oliveira, J. Valente De",1st ed.,John Wiley & Sons,2007,006.3 OLI,1
242,"advances in information optics & photonics||friberg, a t & dandliker, r.||1st ed.||phi||2009",Advances in Information Optics & Photonics,"Friberg, A T & Dandliker, R.",1st ed.,PHI,2009,621.3827 FRI,1
